ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12543543,JE446626,11/14/2021 22:00,063XX N CLAREMONT AVE,580,STALKING,SIMPLE,RESTAURANT,FALSE,FALSE,2413,24,50,2,08A,1159496,1942095,2021,11/21/2021 15:48,41.99683133,-87.68863615,"(41.99683133, -87.688636146)"
12542061,JE446548,11/14/2021 22:00,017XX W 48TH ST,031A,ROBBERY,ARMED - HANDGUN,ALLEY,FALSE,FALSE,931,9,15,61,3,1165647,1872873,2021,11/21/2021 15:48,41.80675204,-87.66798416,"(41.806752043, -87.667984156)"
12541399,JE445749,11/14/2021 21:30,031XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1134,11,24,27,14,1155653,1896202,2021,11/21/2021 15:48,41.87097608,-87.70401221,"(41.870976076, -87.704012212)"
12542664,JE445365,11/14/2021 21:10,019XX S LEAVITT ST,1020,ARSON,BY FIRE,STREET,FALSE,FALSE,1234,12,25,31,9,1162008,1890555,2021,11/21/2021 15:48,41.85534995,-87.68083828,"(41.855349947, -87.680838278)"
12541443,JE445867,11/14/2021 21:00,038XX W 84TH ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,834,8,18,70,6,1152311,1848600,2021,11/21/2021 15:48,41.74041599,-87.71753412,"(41.740415992, -87.717534121)"
12542668,JE446440,11/14/2021 21:00,016XX S INDIANA AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,132,1,3,33,6,1177921,1892372,2021,11/21/2021 15:48,41.85998923,-87.62237548,"(41.859989233, -87.622375476)"
12541482,JE445366,11/14/2021 21:00,051XX S WHIPPLE ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,923,9,14,63,08A,1156916,1870332,2021,11/21/2021 15:48,41.79996021,-87.70007547,"(41.799960212, -87.70007547)"
12541053,JE445364,11/14/2021 20:59,051XX S HARPER AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,234,2,4,41,08A,1187158,1871255,2021,11/21/2021 15:48,41.80182808,-87.58914105,"(41.801828078, -87.589141048)"
12541082,JE445347,11/14/2021 20:49,118XX S LA SALLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,522,5,34,53,08B,1177388,1826451,2021,11/21/2021 15:48,41.67910693,-87.62632107,"(41.679106927, -87.62632107)"
12541027,JE445352,11/14/2021 20:45,016XX W ERIE ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,FALSE,FALSE,1215,12,1,24,3,1165273,1904418,2021,11/21/2021 15:48,41.89332247,-87.66846009,"(41.893322468, -87.668460085)"
12541095,JE445356,11/14/2021 20:30,048XX N MASON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,1622,16,45,11,11,1135516,1932031,2021,11/21/2021 15:48,41.96967637,-87.77709016,"(41.969676373, -87.777090162)"
12541070,JE445360,11/14/2021 20:30,003XX W ILLINOIS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1831,18,42,8,08B,1174024,1903552,2021,11/21/2021 15:48,41.89075554,-87.63634691,"(41.890755538, -87.636346911)"
12544668,JE449040,11/14/2021 20:25,021XX W PETERSON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2413,24,40,2,6,1160994,1939841,2021,11/21/2021 15:48,41.9906152,-87.68318858,"(41.990615196, -87.683188577)"
12541064,JE445345,11/14/2021 20:10,092XX S ADA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2222,22,21,73,08B,1168951,1843511,2021,11/21/2021 15:48,41.72610812,-87.65671331,"(41.726108119, -87.656713305)"
12541063,JE445316,11/14/2021 20:05,012XX N DEARBORN ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,FALSE,FALSE,1824,18,2,8,26,1175711,1908536,2021,11/21/2021 15:48,41.90439412,-87.63000143,"(41.904394115, -87.630001432)"
12541208,JE445532,11/14/2021 20:01,069XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,331,3,5,43,14,1190743,1859341,2021,11/21/2021 15:48,41.76904929,-87.57637834,"(41.769049288, -87.576378338)"
12541466,JE445318,11/14/2021 19:54,031XX N ORCHARD ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,FALSE,FALSE,1934,19,44,6,3,1171038,1921070,2021,11/21/2021 15:48,41.93889187,-87.6467979,"(41.938891873, -87.646797895)"
12541269,JE445586,11/14/2021 19:30,013XX E 62ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,314,3,20,42,7,1185906,1864152,2021,11/21/2021 15:48,41.78236654,-87.59395659,"(41.782366539, -87.59395659)"
12541025,JE445303,11/14/2021 19:28,041XX S ARCHER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),TRUE,FALSE,921,9,12,58,15,1157880,1877253,2021,11/21/2021 15:48,41.81893279,-87.69635206,"(41.818932792, -87.696352058)"
12540972,JE445288,11/14/2021 19:25,063XX S FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,825,8,17,66,08B,1159133,1862524,2021,11/21/2021 15:48,41.77848888,-87.69215859,"(41.778488882, -87.692158587)"
12541206,JE445538,11/14/2021 19:00,016XX S CALIFORNIA BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1023,10,24,29,7,1157958,1891721,2021,11/21/2021 15:48,41.85863307,-87.6956719,"(41.858633067, -87.695671902)"
12541193,JE445397,11/14/2021 19:00,015XX W FULTON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1215,12,27,28,6,1166305,1901956,2021,11/21/2021 15:48,41.88654455,-87.66474039,"(41.886544551, -87.664740389)"
12541411,JE445849,11/14/2021 19:00,027XX N SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,TRUE,FALSE,1412,14,35,22,14,1153818,1918185,2021,11/21/2021 15:48,41.9313362,-87.71016292,"(41.931336197, -87.710162923)"
12541233,JE445578,11/14/2021 19:00,049XX N NORMANDY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1613,16,45,10,14,1130909,1932543,2021,11/21/2021 15:48,41.97116218,-87.79401867,"(41.971162181, -87.794018673)"
12540969,JE445282,11/14/2021 18:49,078XX S ELLIS AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,624,6,8,69,6,1184252,1853187,2021,11/21/2021 15:48,41.75231641,-87.60036312,"(41.752316407, -87.600363121)"
12542866,JE447565,11/14/2021 18:38,047XX S WESTERN BLVD,5011,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,FALSE,FALSE,931,9,15,61,26,1161313,1873363,2021,11/21/2021 15:48,41.80818763,-87.68386633,"(41.808187634, -87.683866331)"
12541680,JE446048,11/14/2021 18:30,008XX W HUTCHINSON ST,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1915,19,46,3,6,1170026,1928495,2021,11/21/2021 15:48,41.95928853,-87.65029975,"(41.95928853, -87.650299753)"
12541377,JE445740,11/14/2021 18:16,018XX E 71ST ST,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,FALSE,FALSE,333,3,5,43,17,1190044,1858241,2021,11/21/2021 15:48,41.76604765,-87.57897586,"(41.766047651, -87.578975856)"
12541442,JE445790,11/14/2021 18:10,020XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1814,18,43,7,6,1173986,1913691,2021,11/21/2021 15:48,41.91857831,-87.63618385,"(41.918578314, -87.636183854)"
12540921,JE445233,11/14/2021 18:04,048XX N AVERS AVE,560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1712,17,39,14,08A,1149838,1931939,2021,11/21/2021 15:48,41.96915668,-87.72442972,"(41.969156681, -87.724429715)"
12540844,JE445251,11/14/2021 18:00,0000X S WABASH AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,112,1,42,32,6,1176813,1900296,2021,11/21/2021 15:48,41.88175828,-87.62620298,"(41.881758277, -87.626202983)"
12544787,JE449550,11/14/2021 18:00,022XX N LAVERGNE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,2522,25,36,19,08B,1142690,1914503,2021,11/21/2021 15:48,41.92144708,-87.75114861,"(41.921447079, -87.751148607)"
12540906,JE445245,11/14/2021 18:00,015XX E 55TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,DEPARTMENT STORE,FALSE,TRUE,234,2,5,41,26,1187488,1868839,2021,11/21/2021 15:48,41.79519055,-87.58800765,"(41.795190552, -87.588007653)"
12541046,JE445320,11/14/2021 18:00,009XX W 116TH PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,524,5,34,53,20,1171954,1827591,2021,11/21/2021 15:48,41.68235592,-87.64617841,"(41.682355915, -87.64617841)"
12540911,JE445225,11/14/2021 17:57,006XX S FEDERAL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,123,1,4,32,14,1175896,1897505,2021,11/21/2021 15:48,41.87412029,-87.62965417,"(41.874120291, -87.629654172)"
12540884,JE445217,11/14/2021 17:45,051XX W DIVERSEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2521,25,31,19,08B,1141651,1918131,2021,11/21/2021 15:48,41.93142198,-87.75487628,"(41.931421979, -87.754876276)"
12541863,JE445222,11/14/2021 17:30,073XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,TRUE,735,7,17,67,14,1164627,1855961,2021,11/21/2021 15:48,41.76036494,-87.67220212,"(41.760364943, -87.672202118)"
12540874,JE445203,11/14/2021 17:30,001XX W GRAND AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1175239,1903876,2021,11/21/2021 15:48,41.89161744,-87.63187515,"(41.891617443, -87.631875153)"
12541039,JE445196,11/14/2021 17:20,041XX S PRAIRIE AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,TRUE,213,2,3,38,04B,1178726,1877631,2021,11/21/2021 15:48,41.81952054,-87.61987005,"(41.81952054, -87.61987005)"
12540815,JE445184,11/14/2021 17:11,052XX S DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,932,9,16,61,08B,1163911,1869884,2021,11/21/2021 15:48,41.79858657,-87.67443529,"(41.798586568, -87.67443529)"
12540890,JE445175,11/14/2021 17:05,025XX W AINSLIE ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2031,20,40,4,08A,1158492,1932592,2021,11/21/2021 15:48,41.97077536,-87.69259096,"(41.970775362, -87.692590964)"
12541811,JE446400,11/14/2021 17:00,031XX S LITUANICA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,913,9,11,60,14,1170823,1883887,2021,11/21/2021 15:48,41.83686401,-87.64867841,"(41.836864009, -87.648678412)"
12540873,JE445271,11/14/2021 17:00,028XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1031,10,22,30,14,1150172,1884823,2021,11/21/2021 15:48,41.83985921,-87.72443132,"(41.839859214, -87.724431324)"
12543046,JE447686,11/14/2021 17:00,021XX N LAPORTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2522,25,36,19,14,1143042,1913837,2021,11/21/2021 15:48,41.91961294,-87.7498719,"(41.919612941, -87.749871904)"
12541316,JE445681,11/14/2021 17:00,036XX W DOUGLAS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1011,10,24,29,14,1152150,1893209,2021,11/21/2021 15:48,41.8628327,-87.71695196,"(41.8628327, -87.716951956)"
12541005,JE445228,11/14/2021 17:00,068XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,725,7,17,67,04A,1166850,1859459,2021,11/21/2021 15:48,41.76991675,-87.66395498,"(41.769916749, -87.663954978)"
12542083,JE445165,11/14/2021 16:49,039XX W ONTARIO ST,1020,ARSON,BY FIRE,VACANT LOT / LAND,FALSE,FALSE,1122,11,37,23,9,1149798,1903942,2021,11/21/2021 15:48,41.89233127,-87.72530684,"(41.89233127, -87.725306843)"
12541167,JE445436,11/14/2021 16:40,022XX W BELDEN AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1432,14,32,22,5,1161041,1915356,2021,11/21/2021 15:48,41.9234261,-87.68369844,"(41.923426104, -87.683698436)"
12540865,JE445129,11/14/2021 16:18,055XX S WOOD ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,TRUE,715,7,15,67,04A,1165295,1867904,2021,11/21/2021 15:48,41.79312398,-87.66941594,"(41.793123984, -87.669415943)"
12543355,JE447082,11/14/2021 16:00,079XX S CALIFORNIA AVE,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,835,8,18,70,7,1159090,1851868,2021,11/21/2021 15:48,41.7492481,-87.69260722,"(41.749248104, -87.69260722)"
12542299,JE446779,11/14/2021 16:00,024XX N FRANCISCO AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,1414,14,35,22,5,1156626,1916230,2021,11/21/2021 15:48,41.92591506,-87.69989707,"(41.925915063, -87.699897069)"
12540769,JE445164,11/14/2021 16:00,049XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,821,8,14,63,6,1155883,1871498,2021,11/21/2021 15:48,41.8031807,-87.70383249,"(41.803180697, -87.703832492)"
12540902,JE445144,11/14/2021 15:42,094XX S UNION AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,2223,22,21,73,04A,1173300,1842274,2021,11/21/2021 15:48,41.72261871,-87.64081906,"(41.722618707, -87.640819059)"
12540832,JE445097,11/14/2021 15:40,032XX W DIVISION ST,560,ASSAULT,SIMPLE,CTA BUS,TRUE,FALSE,1422,14,26,23,08A,1154646,1907801,2021,11/21/2021 15:48,41.90282508,-87.70739867,"(41.902825075, -87.707398667)"
12540812,JE445092,11/14/2021 15:33,045XX W BARRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2521,25,31,20,08B,1145377,1920218,2021,11/21/2021 15:48,41.9370791,-87.74113075,"(41.937079103, -87.741130749)"
12540757,JE445032,11/14/2021 15:15,063XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,DRUG STORE,FALSE,FALSE,823,8,17,66,6,1156143,1862448,2021,11/21/2021 15:48,41.77834098,-87.70312224,"(41.778340981, -87.703122242)"
12540746,JE445062,11/14/2021 15:14,064XX S DR MARTIN LUTHER KING JR DR,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,TRUE,FALSE,312,3,20,69,26,1180027,1862425,2021,11/21/2021 15:48,41.77776418,-87.61556329,"(41.77776418, -87.615563286)"
12540856,JE445041,11/14/2021 15:05,029XX W 57TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,824,8,16,63,08B,1157544,1866699,2021,11/21/2021 15:48,41.78997804,-87.69787088,"(41.789978042, -87.697870884)"
12540700,JE445031,11/14/2021 15:02,048XX W ARMITAGE AVE,460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,2522,25,36,19,08B,1143932,1912865,2021,11/21/2021 15:48,41.91692901,-87.74662631,"(41.91692901, -87.746626307)"
12540993,JE445027,11/14/2021 15:01,033XX W ARTHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1134,11,24,29,14,1154345,1895847,2021,11/21/2021 15:48,41.87002813,-87.70882386,"(41.870028132, -87.708823855)"
12540988,JE445040,11/14/2021 14:54,094XX S HARVARD AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,FALSE,FALSE,634,6,21,49,04B,1175856,1842927,2021,11/21/2021 15:48,41.72435382,-87.63143728,"(41.724353822, -87.631437275)"
12541266,JE445589,11/14/2021 14:50,096XX S WALLACE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,2223,22,21,73,5,1174000,1840972,2021,11/21/2021 15:48,41.71903036,-87.63829355,"(41.719030356, -87.638293554)"
12540996,JE444988,11/14/2021 14:45,068XX S HARPER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,332,3,5,43,15,1187560,1860083,2021,11/21/2021 15:48,41.77116168,-87.58802194,"(41.771161679, -87.588021943)"
12540835,JE445001,11/14/2021 14:25,057XX S ARCHER AVE,460,BATTERY,SIMPLE,MEDICAL / DENTAL OFFICE,FALSE,FALSE,814,8,23,56,08B,1141356,1868969,2021,11/21/2021 15:48,41.79652031,-87.75717283,"(41.796520308, -87.757172832)"
12541561,JE444978,11/14/2021 14:16,052XX S ABERDEEN ST,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,934,9,20,61,6,1169874,1869971,2021,11/21/2021 15:48,41.7986978,-87.65256521,"(41.798697797, -87.652565213)"
12540728,JE445065,11/14/2021 14:10,043XX W OGDEN AVE,320,ROBBERY,STRONG ARM - NO WEAPON,STREET,FALSE,FALSE,1013,10,22,29,3,1147842,1887846,2021,11/21/2021 15:48,41.84819974,-87.73290397,"(41.848199735, -87.732903968)"
12542477,JE447028,11/14/2021 14:00,021XX N BINGHAM ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1431,14,1,22,6,1158583,1913745,2021,11/21/2021 15:48,41.91905614,-87.69277425,"(41.919056144, -87.692774252)"
12541401,JE445806,11/14/2021 14:00,0000X E GRAND AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1834,18,42,8,6,1176796,1903917,2021,11/21/2021 15:48,41.89169488,-87.62615583,"(41.891694878, -87.626155832)"
12543784,JE448587,11/14/2021 14:00,015XX S KOLIN AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,1012,10,24,29,04B,1147636,1892140,2021,11/21/2021 15:48,41.85998697,-87.73354993,"(41.859986969, -87.733549927)"
12540756,JE445114,11/14/2021 13:40,005XX N CLARK ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,FALSE,FALSE,1831,18,42,8,11,1175446,1903781,2021,11/21/2021 15:48,41.89135211,-87.6311178,"(41.891352111, -87.6311178)"
12541334,JE444918,11/14/2021 13:10,024XX W LEXINGTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,TRUE,1135,11,28,28,14,1160178,1896630,2021,11/21/2021 15:48,41.87205831,-87.68738746,"(41.872058312, -87.68738746)"
12540644,JE444954,11/14/2021 12:57,063XX S ASHLAND AVE,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,TRUE,FALSE,725,7,16,67,26,1166756,1862753,2021,11/21/2021 15:48,41.77895792,-87.6642056,"(41.778957917, -87.664205596)"
12540636,JE444886,11/14/2021 12:50,024XX E 79TH ST,320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,422,4,7,46,3,1193650,1853056,2021,11/21/2021 15:48,41.75173207,-87.56592839,"(41.751732067, -87.565928387)"
12541649,JE444885,11/14/2021 12:43,101XX S YATES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,431,4,7,51,08B,1194158,1838236,2021,11/21/2021 15:48,41.71105221,-87.56455191,"(41.711052213, -87.56455191)"
12540635,JE444879,11/14/2021 12:40,044XX N HAZEL ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1914,19,46,3,08A,1169465,1929492,2021,11/21/2021 15:48,41.96203658,-87.65233308,"(41.962036583, -87.652333083)"
12541342,JE445671,11/14/2021 12:30,074XX W TALCOTT AVE,890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1612,16,41,10,6,1125716,1938903,2021,11/21/2021 15:48,41.9887028,-87.81297224,"(41.988702804, -87.81297224)"
12540590,JE444878,11/14/2021 12:15,002XX S CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1522,15,29,25,14,1139095,1898340,2021,11/21/2021 15:48,41.87716006,-87.76475132,"(41.877160063, -87.764751319)"
12540650,JE444909,11/14/2021 12:10,008XX W NORTH AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,TRUE,FALSE,1822,18,2,8,04A,1170635,1910871,2021,11/21/2021 15:48,41.91091418,-87.64857834,"(41.910914175, -87.648578343)"
12540782,JE445077,11/14/2021 12:05,116XX S RACINE AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,524,5,34,53,6,1170421,1827534,2021,11/21/2021 15:48,41.68223291,-87.65179175,"(41.682232913, -87.651791749)"
12540806,JE445103,11/14/2021 12:00,005XX N DEARBORN ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,APARTMENT,FALSE,FALSE,1831,18,42,8,11,1175841,1903993,2021,11/21/2021 15:48,41.89192497,-87.62966078,"(41.891924971, -87.629660784)"
12540659,JE444856,11/14/2021 12:00,016XX N CENTRAL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,TRUE,FALSE,2532,25,37,25,04A,1138800,1910316,2021,11/21/2021 15:48,41.91002906,-87.7655435,"(41.910029055, -87.7655435)"
12541934,JE445714,11/14/2021 11:46,044XX N BROADWAY,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1913,19,46,3,6,1168469,1929861,2021,11/21/2021 15:48,41.96307079,-87.65598421,"(41.963070794, -87.655984213)"
12540718,JE445036,11/14/2021 11:30,020XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,132,1,3,33,08A,1177528,1890620,2021,11/21/2021 15:48,41.85519055,-87.6238712,"(41.855190551, -87.623871195)"
12543887,JE448604,11/14/2021 11:30,085XX S BURLEY AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,TRUE,424,4,10,46,2,1199292,1849067,2021,11/21/2021 15:48,41.74064602,-87.54538741,"(41.74064602, -87.545387414)"
12540679,JE444911,11/14/2021 11:20,015XX E 53RD ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,234,2,5,41,6,1187238,1870424,2021,11/21/2021 15:48,41.79954585,-87.58887406,"(41.799545853, -87.588874056)"
12541324,JE444813,11/14/2021 11:15,017XX E 71ST ST,810,THEFT,OVER $500,SIDEWALK,FALSE,TRUE,332,3,5,43,6,1189184,1858282,2021,11/21/2021 15:48,41.76618081,-87.58212669,"(41.766180812, -87.582126694)"
12540531,JE444789,11/14/2021 11:00,072XX S CORNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,324,3,7,43,14,1188489,1857276,2021,11/21/2021 15:48,41.76343689,-87.58470617,"(41.763436889, -87.58470617)"
12540715,JE445012,11/14/2021 11:00,039XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,921,9,12,58,14,1156991,1878458,2021,11/21/2021 15:48,41.8222575,-87.69958066,"(41.822257502, -87.699580658)"
